,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
972,"[[119884  17933]
 [ 42767  69416]]","(array([0.        , 0.13012183, 1.        ]), array([0.        , 0.61877468, 1.        ]), array([2, 1, 0]))",0.6187746806557143,0.5097509238253785,0.7572,0.7946971344835086,0.7443264262171161,8.386072265407176,0.6957881442575626,0.7519406212154365,xgboost,s-3-3-0,s-0-4-0
973,"[[22027  3317]
 [ 7495 17161]]","(array([0.       , 0.1308791, 1.       ]), array([0.       , 0.6960172, 1.       ]), array([2, 1, 0]))",0.6960171966255678,0.5745618884812823,0.78376,0.8380212911417131,0.782569046545107,7.468718052929005,0.7604466699162493,0.8051666541550934,xgboost,s-3-3-0,s-0-4-1
974,"[[120037  17776]
 [ 40349  71838]]","(array([0.        , 0.12898638, 1.        ]), array([0.        , 0.64034157, 1.        ]), array([2, 1, 0]))",0.6403415725529696,0.5303564701287278,0.7675,0.8016381368982525,0.7556775962291018,8.03032236639241,0.7119687216614387,0.7631899337714574,xgboost,s-3-3-0,s-0-4-2
975,"[[283889  41266]
 [ 69986 104859]]","(array([0.        , 0.12691178, 1.        ]), array([0.        , 0.59972547, 1.        ]), array([2, 1, 0]))",0.5997254711315737,0.49576363456192113,0.777496,0.7175979469632164,0.7364068452980683,7.685081895348317,0.6533881671184223,0.6904569069395334,xgboost,s-3-3-0,s-0-4-3
976,"[[   264   8549]
 [   128 241059]]","(array([0.        , 0.97004425, 1.        ]), array([0.        , 0.99946929, 1.        ]), array([2, 1, 0]))",0.9994692914626411,0.13714614072862263,0.965292,0.9657502964648569,0.5147125193271449,1.1987991941482836,0.9823205207877015,0.9723108471231886,xgboost,s-3-3-0,s-1-1-0
977,"[[   35  1301]
 [   22 48642]]","(array([0.       , 0.9738024, 1.       ]), array([0.        , 0.99954792, 1.        ]), array([2, 1, 0]))",0.9995479204339964,0.12303655033060173,0.97354,0.9739503033458142,0.5128727626122078,0.9139168289344711,0.9865831026194896,0.9789644012944985,xgboost,s-3-3-0,s-1-1-1
978,"[[   254   8695]
 [   134 240917]]","(array([0.        , 0.97161694, 1.        ]), array([0.       , 0.9994441, 1.       ]), array([2, 1, 0]))",0.9994441010408586,0.13132941945637747,0.964684,0.9651659375350544,0.5139135803002929,1.2197992371612887,0.9820059796642501,0.9718321676741972,xgboost,s-3-3-0,s-1-1-2
979,"[[  2084  68425]
 [   260 429231]]","(array([0.        , 0.97044349, 1.        ]), array([0.        , 0.99939463, 1.        ]), array([2, 1, 0]))",0.999394632250734,0.14751004534377196,0.86263,0.8625054254344366,0.514475571383561,4.744701138277204,0.9259178965147921,0.8867987678271486,xgboost,s-3-3-0,s-1-1-3
980,"[[   245   8668]
 [   115 240972]]","(array([0.        , 0.97251206, 1.        ]), array([0.        , 0.99952299, 1.        ]), array([2, 1, 0]))",0.9995229937740318,0.13207788133800397,0.964868,0.9652780003204615,0.5135054663697938,1.2134440159481026,0.982102064895553,0.971937979118249,xgboost,s-3-3-0,s-1-2-0
981,"[[   30  1355]
 [   20 48595]]","(array([0.        , 0.97833935, 1.        ]), array([0.       , 0.9995886, 1.       ]), array([2, 1, 0]))",0.9995886043402242,0.11033186881805251,0.9725,0.9728728728728728,0.5106246270798594,0.9498380199504028,0.986049814842997,0.9781011613630416,xgboost,s-3-3-0,s-1-2-1
