,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
81,"[[ 42749  19550]
 [ 14885 366628]]","(array([0.        , 0.31380921, 1.        ]), array([0.        , 0.96098429, 1.        ]), array([2, 1, 0]))",0.960984291492033,0.6687808816822024,0.9224108406262111,0.9493756765015097,0.8235875405356599,2.6798698486938384,0.955144713172357,0.951674908175317,cnn,1-2-0,1-0-1
82,"[[ 12991   5853]
 [  4182 110617]]","(array([0.        , 0.31060284, 1.        ]), array([0.        , 0.96357111, 1.        ]), array([2, 1, 0]))",0.9635711112466137,0.6790747046089514,0.9249118921305268,0.9497467158925045,0.8264841334199531,2.5934863866172395,0.956608970506207,0.9524797693734403,cnn,1-2-0,1-0-2
83,"[[ 15713   7231]
 [  4791 133158]]","(array([0.        , 0.31515865, 1.        ]), array([0.        , 0.96526977, 1.        ]), array([2, 1, 0]))",0.9652697736119871,0.6817036312432905,0.9252795336030778,0.9484931155574867,0.8250555632355612,2.5807894172439703,0.9568079098075003,0.9518016311534586,cnn,1-2-0,1-0-3
84,"[[ 25722  11682]
 [  8303 218533]]","(array([0.        , 0.31231954, 1.        ]), array([0.        , 0.96339646, 1.        ]), array([2, 1, 0]))",0.963396462642614,0.6776125519484033,0.9243679987889797,0.9492561301392177,0.8255384623126448,2.612272128176922,0.9562740263121621,0.9520508915252819,cnn,1-2-0,1-1-0
85,"[[ 21499   9858]
 [  6665 185485]]","(array([0.        , 0.31437956, 1.        ]), array([0.        , 0.96531356, 1.        ]), array([2, 1, 0]))",0.9653135571168358,0.6812057491988348,0.9260739037256104,0.9495349206267949,0.8254669963726221,2.553352176014962,0.9573592297151174,0.9526492467555947,cnn,1-2-0,1-1-1
86,"[[ 14301   6457]
 [  4957 121929]]","(array([0.       , 0.3110608, 1.       ]), array([0.        , 0.96093344, 1.        ]), array([2, 1, 0]))",0.9609334363129108,0.670754253754786,0.9226924223131315,0.9497063542753883,0.8249363202375808,2.670144108613404,0.9552869096493153,0.9519307340380683,cnn,1-2-0,1-1-2
87,"[[ 16938   7625]
 [  5406 145659]]","(array([0.        , 0.31042625, 1.        ]), array([0.        , 0.96421408, 1.        ]), array([2, 1, 0]))",0.9642140800317744,0.6805038543144025,0.9258034026465028,0.9502557344536938,0.8268939145833261,2.5626944002806296,0.9571840222901997,0.9530149790434715,cnn,1-2-0,1-1-3
88,"[[ 20069   9021]
 [  6472 171306]]","(array([0.        , 0.31010657, 1.        ]), array([0.        , 0.96359505, 1.        ]), array([2, 1, 0]))",0.9635950455061931,0.6792971377532008,0.9251068314094012,0.9499742135121196,0.8267442398380054,2.586753271916242,0.956736152804345,0.9526674867587749,cnn,1-2-0,1-2-0
89,"[[ 27999  13226]
 [  8300 240680]]","(array([0.        , 0.32082474, 1.        ]), array([0.        , 0.96666399, 1.        ]), array([2, 1, 0]))",0.9666639890754277,0.681558571782188,0.9258248479523096,0.947909856403551,0.8229196234036933,2.5619554320306666,0.9571950700556389,0.951602240701437,cnn,1-2-0,1-2-1
90,"[[ 41831  19040]
 [ 11600 355269]]","(array([0.        , 0.31279263, 1.        ]), array([0.        , 0.96838108, 1.        ]), array([2, 1, 0]))",0.9683810842562331,0.6927559087110675,0.9283677000046757,0.9491329356227074,0.8277942286126494,2.4741275846896116,0.9586604027642484,0.9529211069118959,cnn,1-2-0,1-2-2
91,"[[ 44981  20724]
 [ 15109 383475]]","(array([0.        , 0.31540979, 1.        ]), array([0.        , 0.96209331, 1.        ]), array([2, 1, 0]))",0.9620933103185276,0.671509587079222,0.9228217769535785,0.9487282254533039,0.8233417620765457,2.665677079181238,0.955364027389718,0.9513714535224125,cnn,1-2-0,1-2-3
92,"[[ 19852  16365]
 [  2638 217281]]","(array([0.        , 0.45185962, 1.        ]), array([0.        , 0.98800467, 1.        ]), array([2, 1, 0]))",0.9880046744483196,0.660079143824631,0.9258089452478371,0.929958141804268,0.7680725252574039,2.5625193383375744,0.9581030282318962,0.941015311350425,cnn,1-2-0,1-3-0
93,"[[ 8669  3961]
 [ 2727 73852]]","(array([0.        , 0.31361837, 1.        ]), array([0.        , 0.96438972, 1.        ]), array([2, 1, 0]))",0.9643897151960721,0.6796458090328359,0.9250299857637683,0.9490959094238752,0.8253856731166426,2.589408061233549,0.9566816933519872,0.9521157411346695,cnn,1-2-0,1-3-1
94,"[[ 50973  19337]
 [ 16437 412834]]","(array([0.        , 0.27502489, 1.        ]), array([0.       , 0.9617095, 1.       ]), array([2, 1, 0]))",0.9617095028548399,0.6989428490907375,0.9283919924897064,0.9552561370383482,0.8433423065404906,2.4732839090498686,0.9584719574852398,0.9565398722401532,cnn,1-2-0,1-3-2
95,"[[ 40813  15122]
 [ 13868 327126]]","(array([0.        , 0.27034951, 1.        ]), array([0.        , 0.95933066, 1.        ]), array([2, 1, 0]))",0.9593306627096078,0.6955587948274887,0.9269642681688665,0.9558156658329632,0.8444905749411094,2.522595273212087,0.9575699386161857,0.9565166030599082,cnn,1-2-0,1-3-3
96,"[[117513  74359]
 [  9318 182524]]","(array([0.        , 0.38754482, 1.        ]), array([0.        , 0.95142878, 1.        ]), array([2, 1, 0]))",0.951428779933487,0.5993589531420591,0.7819287281673329,0.7105335892215522,0.7819419791928943,7.532069848017673,0.813522758928074,0.7484332124516351,cnn,1-2-0,2-0-0
97,"[[126772  77620]
 [ 17184 187386]]","(array([0.        , 0.37976046, 1.        ]), array([0.        , 0.91599941, 1.        ]), array([2, 1, 0]))",0.9159994134037249,0.5613949982126154,0.768183841041466,0.707100971298763,0.7681194765558684,8.006798240657186,0.7981072286488236,0.740893915359396,cnn,1-2-0,2-0-1
98,"[[62144 39656]
 [ 5161 97276]]","(array([0.        , 0.38954813, 1.        ]), array([0.        , 0.94961781, 1.        ]), array([2, 1, 0]))",0.9496178138758457,0.5957557422865295,0.7805637568119391,0.7103964011334093,0.7800348401402805,7.579214591510864,0.812770241760629,0.7480870240631226,cnn,1-2-0,2-0-2
99,"[[151873  96803]
 [ 12117 236236]]","(array([0.        , 0.38927359, 1.        ]), array([0.        , 0.95121058, 1.        ]), array([2, 1, 0]))",0.951210575269878,0.597562075215619,0.780857857388603,0.7093343422241839,0.7809684911608119,7.569057194577594,0.8126565209015604,0.7473415209910225,cnn,1-2-0,2-0-3
100,"[[23610 14757]
 [ 2650 36001]]","(array([0.        , 0.38462741, 1.        ]), array([0.        , 0.93143774, 1.        ]), array([2, 1, 0]))",0.9314377377040698,0.5767616585997835,0.773987898932717,0.709267504629812,0.7734051617600026,7.806334627820609,0.8053104273618986,0.7447979377945491,cnn,1-2-0,2-1-0
101,"[[134909  83385]
 [ 18980 199289]]","(array([0.        , 0.38198485, 1.        ]), array([0.        , 0.91304308, 1.        ]), array([2, 1, 0]))",0.9130430798693355,0.5557920809103517,0.7655206694108296,0.7050135491767903,0.7655291168721924,8.098781894243785,0.7956553939270536,0.7386737239290865,cnn,1-2-0,2-1-1
102,"[[40259 25668]
 [ 3107 62664]]","(array([0.        , 0.38933972, 1.        ]), array([0.        , 0.95276034, 1.        ]), array([2, 1, 0]))",0.9527603351020967,0.5994430024849058,0.7815076918404228,0.7094144817280261,0.7817103054308245,7.546612817433773,0.8132742386585595,0.7476037881264332,cnn,1-2-0,2-1-2
103,"[[106907  67895]
 [  8258 166898]]","(array([0.        , 0.38841089, 1.        ]), array([0.        , 0.95285346, 1.        ]), array([2, 1, 0]))",0.9528534563474845,0.6006239407910507,0.782393887266472,0.7108303910252861,0.7822212843001022,7.516003998963183,0.8142378686129251,0.7488728632862138,cnn,1-2-0,2-1-3
104,"[[123105  75660]
 [ 17372 181630]]","(array([0.        , 0.38065052, 1.        ]), array([0.        , 0.91270439, 1.        ]), array([2, 1, 0]))",0.9127043949307042,0.5565961841535478,0.7661143332654544,0.7059349372303626,0.7660269389942933,8.078276838231677,0.7961130153498198,0.7394382825718432,cnn,1-2-0,2-2-0
105,"[[ 99870  63492]
 [  7637 155867]]","(array([0.        , 0.38865832, 1.        ]), array([0.        , 0.95329166, 1.        ]), array([2, 1, 0]))",0.9532916625892944,0.6009109723783608,0.7823909491963067,0.7105566673808688,0.7823166727388019,7.516105664809557,0.8142181406926237,0.7486838818759967,cnn,1-2-0,2-2-1
106,"[[134588  82805]
 [ 17103 199798]]","(array([0.        , 0.38090003, 1.        ]), array([0.        , 0.92114836, 1.        ]), array([2, 1, 0]))",0.9211483580066482,0.5666027737588282,0.7699530732637337,0.706991787065247,0.7701241645134371,7.945691818740171,0.7999855857010155,0.741468389305232,cnn,1-2-0,2-2-2
107,"[[129519  80053]
 [ 17726 192889]]","(array([0.        , 0.38198328, 1.        ]), array([0.        , 0.91583695, 1.        ]), array([2, 1, 0]))",0.9158369536832609,0.5594716064776062,0.7672964656212591,0.7067032556367286,0.7669268367370363,8.037447677560353,0.7977921940950085,0.7405233329980505,cnn,1-2-0,2-2-3
108,"[[36689 23548]
 [ 2928 57115]]","(array([0.        , 0.39092252, 1.        ]), array([0.        , 0.95123495, 1.        ]), array([2, 1, 0]))",0.9512349482870609,0.5960945272931312,0.7798802793481876,0.708069375054238,0.7801562127925336,7.602822354106596,0.8118346054894603,0.7462208808581245,cnn,1-2-0,2-3-0
